"parameter","mean","sd","rhat","ess_bulk","ess_tail"
"kappa1[6,9]",0.842014849729082,0.0816073253225325,1.01208588407656,511.354018374463,2034.71047637942
"kappa0[27,26]",22.5598120175104,0.877123645474537,1.01206109441814,353.853663293375,1707.32261849136
"kappa1[24,11]",1.74719423074172,0.1754018127846,1.01180213251622,571.323595729779,2153.89807947395
"beta_key0[2,7]",1.40155869273639,0.0637679317990758,1.01147819457512,308.237155975148,776.114298026034
"kappa0[5,6]",878.967153905877,53.5102135864387,1.01139911205099,347.915336740258,620.725415122869
"kappa1[27,11]",1.59012498613891,0.173313142392905,1.01091722791129,603.887706428957,2649.89953663278
"kappa1[11,3]",0.313859567283344,0.0520166485296589,1.01077483372138,319.844471730231,1641.60679894764
"kappa1[10,15]",0.407657249035962,0.0631867383524318,1.0107655253555,299.791505090095,1472.03125160708
"kappa1[80,11]",36.9179196097903,3.93689448384784,1.010689100779,644.408688828877,2931.3019894089
"kappa0[2,13]",0.321408159612859,0.0669055763754506,1.01058051691658,578.054563593155,3753.57011946801
"beta_key0[2,4]",1.33731509643891,0.0637650898873708,1.01052531350637,303.961332363028,853.573761304518
"kappa1[28,27]",178.650351045025,7.14951240024086,1.0105009281001,397.798581260642,1627.19057326918
"kappa0[4,11]",0.656678038809353,0.138749032163791,1.01049667513074,592.146043976713,4769.60399311478
"kappa1[46,5]",3.60082666318595,0.394133318579605,1.00997702813112,697.638378861869,2433.93582884744
"kappa0[5,2]",0.288355827595868,0.0631916643511658,1.00996493227319,682.383685096565,4483.09942664372
"beta_key0[2,3]",1.30627611916783,0.0643263357398407,1.00994328716019,321.442360182295,813.995594385551
"kappa1[53,12]",23.6159768219735,2.44532812528821,1.00982774472309,687.594836307507,2574.89943660487
"kappa1[8,48]",37.787759251966,3.32520000599785,1.00982690439738,434.714045523333,1156.45025322187
"kappa1[26,27]",200.318194208633,8.97999833367452,1.00979109056836,512.531401943494,2244.02681655423
"beta_key0[2,10]",1.37008778902872,0.0652838699198632,1.00972139718902,319.311817402746,784.7785373525
"beta_key0[2,6]",1.16230361284455,0.0643579333801609,1.00960000541175,314.596113019763,838.318644078173
"beta_key0[2,9]",1.12682051158383,0.0625408280726667,1.00955412161151,308.784001024265,824.052249759849
"beta_key0[2,5]",1.22796882723872,0.06404295034125,1.00952417349168,318.944218718899,748.356960332579
"kappa1[11,14]",55.4759029184787,4.98412226474233,1.00951436133189,453.540684294661,1290.97850161609
"kappa0[27,28]",15.1624036626074,0.6636803479977,1.00949829927589,449.266861903913,2148.67279726283
"beta_key0[2,11]",1.33875788850991,0.0626213048166077,1.00941542720202,297.385148028082,682.607748912752
"beta_key0[2,1]",1.29986966333614,0.064909618502831,1.00941477993746,315.718909449668,794.811806060106
"mu_tau[11]",-1.52012628593842,0.0532659629237149,1.00930597024499,378.205224184069,889.24235068616
"beta_key0[2,8]",1.22815351735533,0.0669154687247656,1.00928902186219,346.757117301084,950.146923900904
"kappa1[14,11]",0.623158890324626,0.0718134287685736,1.00924002803266,695.232185181208,3276.94768865464
"kappa0[8,14]",65.4016313401605,4.38881115144575,1.00923195422364,437.206366439248,863.877346593282
"mu_beta_cr[1,2]",1.28521447253595,0.0628770502916034,1.00921020465764,307.517652938198,759.243890289666
"kappa1[9,24]",43.7422449513189,4.1673861223592,1.00914104543687,512.685408797202,1494.89467992419
"kappa0[8,47]",51.619723768567,3.58896454968192,1.00912162728394,458.953350413034,957.586969332382
"beta_key0[2,12]",1.28673301431383,0.0653254518083433,1.00910198039112,321.584990107944,816.132606731565
"kappa1[29,27]",221.886676397824,10.5454676296248,1.00906843904652,535.683883182874,2779.86462485352
"kappa0[7,6]",19.5434981257918,0.833706032887769,1.00905972205484,463.531728311514,2121.43796405946
"kappa1[15,19]",82.7628743786261,7.55367976113568,1.00905476342227,461.70746450838,1307.85123565022
"kappa1[9,19]",55.5392721789428,4.9932220680858,1.00900655248524,465.324705857941,1309.96831355997
"kappa1[12,7]",24.9581523725115,2.50841085877785,1.00899775256731,548.455698765913,2036.01435450665
"mu_tau[7]",-1.70420927869365,0.0605650764771093,1.00893381979749,344.727736076233,709.064903573701
"beta_key0[2,2]",1.38819561528631,0.0684504235736997,1.00888646295882,351.160858290429,1012.47594520909
"beta_key0[2,14]",1.24272838470611,0.0665778959838534,1.00875817015018,328.969715685876,929.294584768658
"beta_key0[2,13]",1.28923407986546,0.0662106769933498,1.0086794956092,348.716402995951,994.870222201733
"kappa1[15,24]",66.6142155215406,6.38633534385646,1.00867270245465,524.910871274196,1578.74433022455
"kappa1[81,12]",299.81959441909,34.7010506083273,1.00859479001421,817.07454495017,3349.63975072914
"kappa1[14,28]",15.5849338990072,0.724621832870595,1.00856354367399,529.921280434265,2487.87400848916
"kappa0[3,9]",0.481605148074166,0.111003141640324,1.00851894318266,734.48098065435,5527.07204327657
"mu_tau[1]",-1.72230516919842,0.0628604600068282,1.0084914385605,454.228125325668,1089.8602656174
"kappa1[47,9]",1.13069987957805,0.134854164625933,1.00847180579129,820.23665637429,4060.1797191936
"kappa0[14,26]",7.48664529639417,0.352852135288433,1.00847106295651,543.946654142323,2809.56299622806
"kappa0[1,48]",35.120430090364,2.49202810599141,1.00840436274301,471.042582424783,986.194970695443
